fltno,dest,source,freq,route,distance
SG 8162,BOM,DEL,6,DEL-BOM,1136.82
SG 6702,BOM,DEL,5,DEL-BOM,1136.82
SG 6477,BOM,DEL,4,DEL-BOM,1136.82
SG 6704,BOM,DEL,5,DEL-BOM,1136.82
SG 8158,BOM,DEL,3,DEL-BOM,1136.82
SG 6920,BOM,DEL,6,DEL-BOM,1136.82
SG 8170,BOM,DEL,5,DEL-BOM,1136.82
SG 6710,BOM,DEL,5,DEL-BOM,1136.82
SG 8152,BOM,DEL,7,DEL-BOM,1136.82
SG 8702,BOM,DEL,7,DEL-BOM,1136.82
SG 8158,BOM,DEL,7,DEL-BOM,1136.82
SG 8179,BOM,DEL,7,DEL-BOM,1136.82
SG  354,BOM,RDP,3,RDP-BOM,1570.70
SG  354,BOM,RDP,3,RDP-BOM,1570.70
SG  354,BOM,RDP,4,RDP-BOM,1570.70
SG 6354,BOM,RDP,7,RDP-BOM,1570.70
SG  354,BOM,RDP,7,RDP-BOM,1570.70
SG  154,BOM,GOI,3,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  154,BOM,GOI,4,GOI-BOM,424.80
SG  455,BOM,GOI,4,GOI-BOM,424.80
SG  488,BOM,GOI,5,GOI-BOM,424.80
SG  488,BOM,GOI,4,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG 3462,BOM,GOI,1,GOI-BOM,424.80
SG  152,BOM,GOI,4,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  455,BOM,GOI,7,GOI-BOM,424.80
SG  237,BOM,GOI,7,GOI-BOM,424.80
SG  488,BOM,GOI,1,GOI-BOM,424.80
SG  455,BOM,GOI,4,GOI-BOM,424.80
SG 6439,BOM,GOI,6,GOI-BOM,424.80
SG  439,BOM,GOI,7,GOI-BOM,424.80
SG 6439,BOM,GOI,1,GOI-BOM,424.80
SG  601,BOM,GOI,7,GOI-BOM,424.80
SG  349,BOM,GOI,7,GOI-BOM,424.80
SG  488,BOM,GOI,7,GOI-BOM,424.80
SG  455,BOM,GOI,7,GOI-BOM,424.80
SG  439,BOM,GOI,7,GOI-BOM,424.80
SG  385,BOM,GOP,7,GOP-BOM,1376.66
SG  973,BOM,GOP,7,GOP-BOM,1376.66
SG  385,BOM,GOP,7,GOP-BOM,1376.66
SG  385,BOM,GOP,7,GOP-BOM,1376.66
SG  438,BOM,GOP,7,GOP-BOM,1376.66
SG  385,BOM,GOP,7,GOP-BOM,1376.66
SG  478,BOM,GOP,7,GOP-BOM,1376.66
SG  549,BOM,GAU,4,GAU-BOM,2071.07
SG  916,BOM,GAU,7,GAU-BOM,2071.07
SG  549,BOM,GAU,4,GAU-BOM,2071.07
SG  549,BOM,GAU,7,GAU-BOM,2071.07
SG 6480,BOM,GAU,2,GAU-BOM,2071.07
SG 6265,BOM,GAU,7,GAU-BOM,2071.07
SG 6480,BOM,GAU,2,GAU-BOM,2071.07
SG  549,BOM,GAU,7,GAU-BOM,2071.07
SG 3437,BOM,GWL,4,GWL-BOM,971.34
SG 3437,BOM,GWL,4,GWL-BOM,971.34
SG 3437,BOM,GWL,4,GWL-BOM,971.34
SG 3248,BOM,GWL,3,GWL-BOM,971.34
SG 3248,BOM,GWL,7,GWL-BOM,971.34
SG  421,BOM,BPM,6,BPM-BOM,618.56
SG 6431,BOM,BPM,3,BPM-BOM,618.56
SG  467,BOM,BPM,6,BPM-BOM,618.56
SG 6364,BOM,BPM,5,BPM-BOM,618.56
SG  703,BOM,BPM,6,BPM-BOM,618.56
SG 3002,BOM,JLR,2,JLR-BOM,872.64
SG 2642,BOM,JLR,1,JLR-BOM,872.64
SG 2642,BOM,JLR,6,JLR-BOM,872.64
SG 2642,BOM,JLR,6,JLR-BOM,872.64
SG 2642,BOM,JLR,1,JLR-BOM,872.64
SG 2548,BOM,JLR,7,JLR-BOM,872.64
SG 2642,BOM,JLR,7,JLR-BOM,872.64
SG  211,BOM,JAI,4,JAI-BOM,911.33
SG  211,BOM,JAI,7,JAI-BOM,911.33
SG  276,BOM,JAI,7,JAI-BOM,911.33
SG 6276,BOM,JAI,5,JAI-BOM,911.33
SG 8163,BOM,JAI,5,JAI-BOM,911.33
SG 6236,BOM,JAI,4,JAI-BOM,911.33
SG  276,BOM,JAI,7,JAI-BOM,911.33
SG  236,BOM,JAI,7,JAI-BOM,911.33
SG  378,BOM,JRG,3,JRG-BOM,1205.92
SG  378,BOM,JRG,1,JRG-BOM,1205.92
SG  378,BOM,JRG,6,JRG-BOM,1205.92
SG  378,BOM,JRG,1,JRG-BOM,1205.92
SG  378,BOM,JRG,6,JRG-BOM,1205.92
SG  378,BOM,JRG,1,JRG-BOM,1205.92
SG  378,BOM,JRG,6,JRG-BOM,1205.92
SG 8133,BOM,JDH,6,JDH-BOM,796.64
SG 3323,BOM,IXY,1,IXY-BOM,531.59
SG 3323,BOM,IXY,6,IXY-BOM,531.59
SG 3323,BOM,IXY,6,IXY-BOM,531.59
SG 3323,BOM,IXY,7,IXY-BOM,531.59
SG 3323,BOM,IXY,6,IXY-BOM,531.59
SG 3323,BOM,IXY,1,IXY-BOM,531.59
SG 2875,BOM,IXY,6,IXY-BOM,531.59
SG 3323,BOM,IXY,7,IXY-BOM,531.59
SG  429,BOM,KNU,7,KNU-BOM,1121.84
SG  429,BOM,KNU,7,KNU-BOM,1121.84
SG  429,BOM,KNU,7,KNU-BOM,1121.84
SG 6429,BOM,KNU,7,KNU-BOM,1121.84
SG  429,BOM,KNU,7,KNU-BOM,1121.84
SG  429,BOM,KNU,7,KNU-BOM,1121.84
SG  282,BOM,COK,4,COK-BOM,1063.81
SG  282,BOM,COK,4,COK-BOM,1063.81
SG 6282,BOM,COK,5,COK-BOM,1063.81
SG 6476,BOM,COK,5,COK-BOM,1063.81
SG  241,BOM,CCU,3,CCU-BOM,1665.49
SG  241,BOM,CCU,3,CCU-BOM,1665.49
SG  911,BOM,CCU,7,CCU-BOM,1665.49
SG  467,BOM,CCU,3,CCU-BOM,1665.49
SG  241,BOM,CCU,4,CCU-BOM,1665.49
SG  490,BOM,CCU,4,CCU-BOM,1665.49
SG  241,BOM,CCU,7,CCU-BOM,1665.49
SG 6421,BOM,CCU,5,CCU-BOM,1665.49
SG  365,BOM,CCU,7,CCU-BOM,1665.49
SG 6365,BOM,CCU,7,CCU-BOM,1665.49
SG  487,BOM,CCU,7,CCU-BOM,1665.49
SG  241,BOM,CCU,7,CCU-BOM,1665.49
SG  365,BOM,CCU,7,CCU-BOM,1665.49
SG  487,BOM,CCU,7,CCU-BOM,1665.49
SG  749,BOM,IXL,7,IXL-BOM,1735.98
SG  749,BOM,IXL,7,IXL-BOM,1735.98
SG  749,BOM,IXL,7,IXL-BOM,1735.98
SG  366,BOM,IXM,4,IXM-BOM,1172.43
SG 6378,BOM,IXM,3,IXM-BOM,1172.43
SG  163,BOM,IXE,3,IXE-BOM,714.75
SG 6356,BOM,IXE,6,IXE-BOM,714.75
SG 6249,BOM,IXE,5,IXE-BOM,714.75
SG  356,BOM,IXE,7,IXE-BOM,714.75
SG  376,BOM,PAT,7,PAT-BOM,1448.79
SG  376,BOM,PAT,7,PAT-BOM,1448.79
SG  919,BOM,PAT,7,PAT-BOM,1448.79
SG  376,BOM,PAT,7,PAT-BOM,1448.79
SG  376,BOM,PAT,6,PAT-BOM,1448.79
SG 6258,BOM,PAT,7,PAT-BOM,1448.79
SG 6426,BOM,PAT,6,PAT-BOM,1448.79
SG  258,BOM,PAT,7,PAT-BOM,1448.79
SG  376,BOM,PAT,7,PAT-BOM,1448.79
SG 2873,BOM,PBD,7,PBD-BOM,439.46
SG 2873,BOM,PBD,6,PBD-BOM,439.46
SG 2873,BOM,PBD,7,PBD-BOM,439.46
SG  435,BOM,RAJ,7,RAJ-BOM,418.82
SG  435,BOM,RAJ,7,RAJ-BOM,418.82
SG 6435,BOM,RAJ,6,RAJ-BOM,418.82
SG  435,BOM,RAJ,7,RAJ-BOM,418.82
SG  223,BOM,RAJ,7,RAJ-BOM,418.82
SG  280,BOM,SXR,1,SXR-BOM,1667.34
SG  280,BOM,SXR,3,SXR-BOM,1667.34
SG  704,BOM,SXR,7,SXR-BOM,1667.34
SG  280,BOM,SXR,6,SXR-BOM,1667.34
SG  280,BOM,SXR,1,SXR-BOM,1667.34
SG  280,BOM,SXR,6,SXR-BOM,1667.34
SG 6280,BOM,SXR,7,SXR-BOM,1667.34
SG  704,BOM,SXR,7,SXR-BOM,1667.34
SG  280,BOM,SXR,1,SXR-BOM,1667.34
SG  280,BOM,SXR,6,SXR-BOM,1667.34
SG 2774,BOM,STV,7,STV-BOM,225.60
SG 2684,BOM,STV,7,STV-BOM,225.60
SG 2774,BOM,STV,7,STV-BOM,225.60
SG 6437,BOM,TRV,3,TRV-BOM,1257.71
SG 6472,BOM,UDR,6,UDR-BOM,623.88
SG  356,BOM,VNS,4,VNS-BOM,1247.48
SG  201,BOM,VNS,3,VNS-BOM,1247.48
SG  246,BOM,VNS,3,VNS-BOM,1247.48
SG  356,BOM,VNS,4,VNS-BOM,1247.48
SG  704,BOM,VNS,7,VNS-BOM,1247.48
SG  246,BOM,VNS,7,VNS-BOM,1247.48
SG  246,BOM,VNS,7,VNS-BOM,1247.48
SG  201,BOM,VTZ,4,VTZ-BOM,1103.34
SG 3466,ISK,BLR,6,BLR-ISK,869.10
SG  515,ISK,DEL,7,DEL-ISK,991.80
SG  515,ISK,DEL,7,DEL-ISK,991.80
SG  515,ISK,DEL,7,DEL-ISK,991.80
SG 2790,ISK,BPM,7,BPM-ISK,563.66
SG  648,ISK,CCU,6,CCU-ISK,1530.28
SG  648,ISK,CCU,6,CCU-ISK,1530.28
SG  648,ISK,CCU,7,CCU-ISK,1530.28
SG 3758,PYG,DEL,7,DEL-PYG,1138.49
SG 3758,PYG,DEL,7,DEL-PYG,1138.49
SG 3758,PYG,DEL,7,DEL-PYG,1138.49
SG 3223,PYG,CCU,7,CCU-PYG,509.09
SG  955,PAT,AMD,6,AMD-PAT,1291.75
SG  955,PAT,AMD,6,AMD-PAT,1291.75
SG  955,PAT,AMD,1,AMD-PAT,1291.75
SG  955,PAT,AMD,6,AMD-PAT,1291.75
SG  955,PAT,AMD,7,AMD-PAT,1291.75
SG 3723,PAT,ATQ,7,ATQ-PAT,1211.92
SG 3723,PAT,ATQ,7,ATQ-PAT,1211.92
SG 3723,PAT,ATQ,7,ATQ-PAT,1211.92
SG  767,PAT,BLR,1,BLR-PAT,1579.63
SG  767,PAT,BLR,6,BLR-PAT,1579.63
SG  767,PAT,BLR,7,BLR-PAT,1579.63
SG  948,PAT,BLR,3,BLR-PAT,1579.63
SG  767,PAT,BLR,7,BLR-PAT,1579.63
SG  767,PAT,BLR,7,BLR-PAT,1579.63
SG  767,PAT,BLR,6,BLR-PAT,1579.63
SG  767,PAT,BLR,6,BLR-PAT,1579.63
SG  548,PAT,MAA,4,MAA-PAT,1492.77
SG  767,PAT,MAA,1,MAA-PAT,1492.77
SG  548,PAT,MAA,7,MAA-PAT,1492.77
SG  390,PAT,DEL,7,DEL-PAT,857.01
SG  390,PAT,DEL,7,DEL-PAT,857.01
SG  390,PAT,DEL,7,DEL-PAT,857.01
SG 8722,PAT,DEL,7,DEL-PAT,857.01
SG  390,PAT,DEL,7,DEL-PAT,857.01
SG 8481,PAT,DEL,7,DEL-PAT,857.01
SG 8722,PAT,DEL,7,DEL-PAT,857.01
SG 8752,PAT,DEL,7,DEL-PAT,857.01
SG 8481,PAT,DEL,7,DEL-PAT,857.01
SG 8722,PAT,DEL,7,DEL-PAT,857.01
SG 8481,PAT,DEL,7,DEL-PAT,857.01
SG  390,PAT,DEL,7,DEL-PAT,857.01
SG 3724,PAT,GAU,3,GAU-PAT,652.69
SG 3724,PAT,GAU,4,GAU-PAT,652.69
SG 3724,PAT,GAU,7,GAU-PAT,652.69
SG 3724,PAT,GAU,7,GAU-PAT,652.69
SG  732,PAT,BPM,7,BPM-PAT,1134.31
SG  635,PAT,BPM,7,BPM-PAT,1134.31
SG  732,PAT,BPM,7,BPM-PAT,1134.31
SG 1112,PAT,JRG,7,JRG-PAT,422.36
SG  344,PAT,CCU,4,CCU-PAT,471.98
SG  344,PAT,CCU,3,CCU-PAT,471.98
SG  980,PAT,CCU,7,CCU-PAT,471.98
SG  376,PAT,CCU,6,CCU-PAT,471.98
SG 6426,PAT,CCU,6,CCU-PAT,471.98
SG 3508,PAT,CCU,7,CCU-PAT,471.98
SG  377,PAT,BOM,7,BOM-PAT,1448.79
SG  377,PAT,BOM,7,BOM-PAT,1448.79
SG  377,PAT,BOM,7,BOM-PAT,1448.79
SG 6425,PAT,BOM,6,BOM-PAT,1448.79
SG 6284,PAT,BOM,7,BOM-PAT,1448.79
SG  377,PAT,BOM,6,BOM-PAT,1448.79
SG  284,PAT,BOM,7,BOM-PAT,1448.79
SG  377,PAT,BOM,7,BOM-PAT,1448.79
SG  756,PAT,PNQ,6,PNQ-PAT,1388.72
SG  756,PAT,PNQ,6,PNQ-PAT,1388.72
SG  756,PAT,PNQ,7,PNQ-PAT,1388.72
SG  756,PAT,PNQ,7,PNQ-PAT,1388.72
SG  756,PAT,PNQ,7,PNQ-PAT,1388.72
SG  756,PAT,PNQ,7,PNQ-PAT,1388.72
SG  756,PAT,PNQ,7,PNQ-PAT,1388.72
SG  756,PAT,PNQ,6,PNQ-PAT,1388.72
SG  343,PAT,STV,4,STV-PAT,1354.31
SG  343,PAT,STV,3,STV-PAT,1354.31
SG 2874,PBD,BOM,7,BOM-PBD,439.46
SG 2874,PBD,BOM,6,BOM-PBD,439.46
SG 2874,PBD,BOM,7,BOM-PBD,439.46
SG  607,IXZ,MAA,3,MAA-IXZ,1372.56
SG  607,IXZ,MAA,2,MAA-IXZ,1372.56
SG  607,IXZ,MAA,3,MAA-IXZ,1372.56
SG  607,IXZ,MAA,1,MAA-IXZ,1372.56
SG  607,IXZ,MAA,3,MAA-IXZ,1372.56
SG  607,IXZ,MAA,6,MAA-IXZ,1372.56
SG  607,IXZ,MAA,7,MAA-IXZ,1372.56
SG  610,IXZ,MAA,7,MAA-IXZ,1372.56
SG  607,IXZ,MAA,7,MAA-IXZ,1372.56
SG  254,IXZ,CCU,5,CCU-IXZ,1306.14
SG  254,IXZ,CCU,7,CCU-IXZ,1306.14
SG  282,IXZ,CCU,7,CCU-IXZ,1306.14
SG  254,IXZ,CCU,7,CCU-IXZ,1306.14
SG 6631,PNQ,AMD,4,AMD-PNQ,517.35
SG 6631,PNQ,AMD,3,AMD-PNQ,517.35
SG 3434,PNQ,AMD,3,AMD-PNQ,517.35
SG 3434,PNQ,AMD,3,AMD-PNQ,517.35
SG 6631,PNQ,AMD,7,AMD-PNQ,517.35
SG 6629,PNQ,AMD,4,AMD-PNQ,517.35
SG  524,PNQ,AMD,4,AMD-PNQ,517.35
SG 6631,PNQ,AMD,3,AMD-PNQ,517.35
SG 6631,PNQ,AMD,4,AMD-PNQ,517.35
SG  519,PNQ,BLR,4,BLR-PNQ,722.69
SG  517,PNQ,BLR,5,BLR-PNQ,722.69
SG 6637,PNQ,BLR,6,BLR-PNQ,722.69
SG  517,PNQ,BLR,6,BLR-PNQ,722.69
SG  396,PNQ,MAA,3,MAA-PNQ,912.88
SG  396,PNQ,MAA,3,MAA-PNQ,912.88
SG  423,PNQ,MAA,2,MAA-PNQ,912.88
SG  396,PNQ,MAA,3,MAA-PNQ,912.88
SG 8184,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,7,DEL-PNQ,1155.08
SG  928,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,1,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8190,PNQ,DEL,4,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,6,DEL-PNQ,1155.08
SG 8937,PNQ,DEL,7,DEL-PNQ,1155.08
SG 8184,PNQ,DEL,6,DEL-PNQ,1155.08
SG  150,PNQ,GOI,3,GOI-PNQ,356.09
SG  516,PNQ,GOI,4,GOI-PNQ,356.09
SG  516,PNQ,GOI,6,GOI-PNQ,356.09
SG  395,PNQ,GAU,3,GAU-PNQ,1997.52
SG  395,PNQ,GAU,3,GAU-PNQ,1997.52
SG 3439,PNQ,GWL,3,GWL-PNQ,964.78
SG 3439,PNQ,GWL,3,GWL-PNQ,964.78
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 8938,PNQ,BPM,7,BPM-PNQ,497.00
SG 3701,PNQ,BPM,1,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,1,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 8938,PNQ,BPM,7,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,1,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,1,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3701,PNQ,BPM,3,BPM-PNQ,497.00
SG 3012,PNQ,JLR,4,JLR-PNQ,816.50
SG 3012,PNQ,JLR,2,JLR-PNQ,816.50
SG 3012,PNQ,JLR,6,JLR-PNQ,816.50
SG 3012,PNQ,JLR,7,JLR-PNQ,816.50
SG 3012,PNQ,JLR,7,JLR-PNQ,816.50
SG 3012,PNQ,JLR,7,JLR-PNQ,816.50
SG 3012,PNQ,JLR,7,JLR-PNQ,816.50
SG 3012,PNQ,JLR,7,JLR-PNQ,816.50
SG 6631,PNQ,JAI,7,JAI-PNQ,936.76
SG 8938,PNQ,COK,7,COK-PNQ,974.69
SG  154,PNQ,CCU,2,CCU-PNQ,1577.31
SG  154,PNQ,CCU,3,CCU-PNQ,1577.31
SG  275,PNQ,CCU,3,CCU-PNQ,1577.31
SG  152,PNQ,CCU,3,CCU-PNQ,1577.31
SG  275,PNQ,CCU,6,CCU-PNQ,1577.31
SG  275,PNQ,CCU,6,CCU-PNQ,1577.31
SG  757,PNQ,PAT,6,PAT-PNQ,1388.72
SG  757,PNQ,PAT,6,PAT-PNQ,1388.72
SG  757,PNQ,PAT,7,PAT-PNQ,1388.72
SG  757,PNQ,PAT,7,PAT-PNQ,1388.72
SG  757,PNQ,PAT,7,PAT-PNQ,1388.72
SG  757,PNQ,PAT,7,PAT-PNQ,1388.72
SG  757,PNQ,PAT,7,PAT-PNQ,1388.72
SG  757,PNQ,PAT,6,PAT-PNQ,1388.72
SG 3421,PNQ,STV,4,STV-PNQ,307.31
SG  965,PNQ,STV,5,STV-PNQ,307.31
SG 3420,PNQ,STV,1,STV-PNQ,307.31
SG 3703,PNQ,TIR,3,TIR-PNQ,814.57
SG 3703,PNQ,TIR,3,TIR-PNQ,814.57
SG 3703,PNQ,TIR,3,TIR-PNQ,814.57
SG 3703,PNQ,TIR,3,TIR-PNQ,814.57
SG 3703,PNQ,TIR,3,TIR-PNQ,814.57
SG  395,PNQ,VNS,3,VNS-PNQ,1196.46
SG  395,PNQ,VNS,3,VNS-PNQ,1196.46
SG  395,PNQ,VNS,3,VNS-PNQ,1196.46
SG  208,RAJ,BLR,7,BLR-RAJ,1250.19
SG 3703,RAJ,DEL,4,DEL-RAJ,940.17
SG 3703,RAJ,DEL,4,DEL-RAJ,940.17
SG 2644,RAJ,DEL,7,DEL-RAJ,940.17
SG 3238,RAJ,DEL,7,DEL-RAJ,940.17
SG 3701,RAJ,GOI,4,GOI-RAJ,834.56
SG 3701,RAJ,GOI,7,GOI-RAJ,834.56
SG 3701,RAJ,GOI,4,GOI-RAJ,834.56
SG 3701,RAJ,GOI,7,GOI-RAJ,834.56
SG 3701,RAJ,GOI,4,GOI-RAJ,834.56
SG 3750,RAJ,BPM,4,BPM-RAJ,968.10
SG  982,RAJ,BPM,7,BPM-RAJ,968.10
SG 3750,RAJ,BPM,7,BPM-RAJ,968.10
SG 3750,RAJ,BPM,4,BPM-RAJ,968.10
SG 3750,RAJ,BPM,7,BPM-RAJ,968.10
SG 3750,RAJ,BPM,4,BPM-RAJ,968.10
SG 3750,RAJ,BPM,7,BPM-RAJ,968.10
SG  436,RAJ,BOM,7,BOM-RAJ,418.82
SG  436,RAJ,BOM,7,BOM-RAJ,418.82
SG 6436,RAJ,BOM,6,BOM-RAJ,418.82
SG  436,RAJ,BOM,7,BOM-RAJ,418.82
SG  224,RAJ,BOM,7,BOM-RAJ,418.82
SG 1268,SAG,BLR,2,BLR-SAG,804.23
SG 1216,SAG,BLR,1,BLR-SAG,804.23
SG 3726,SAG,BLR,7,BLR-SAG,804.23
SG  330,SAG,MAA,3,MAA-SAG,967.58
SG  330,SAG,MAA,7,MAA-SAG,967.58
SG  942,SAG,DEL,7,DEL-SAG,1023.69
SG  478,SAG,DEL,3,DEL-SAG,1023.69
SG  942,SAG,DEL,4,DEL-SAG,1023.69
SG  942,SAG,DEL,7,DEL-SAG,1023.69
SG 3577,SAG,BPM,2,BPM-SAG,497.63
SG 1092,SAG,BPM,4,BPM-SAG,497.63
SG 3727,SAG,BPM,7,BPM-SAG,497.63
SG 3837,IXS,GAU,7,GAU-IXS,192.71
SG 8169,IXS,GAU,4,GAU-IXS,192.71
SG 8169,IXS,GAU,7,GAU-IXS,192.71
SG 3219,IXS,CCU,7,CCU-IXS,525.01
SG 3219,IXS,CCU,7,CCU-IXS,525.01
SG 3219,IXS,CCU,7,CCU-IXS,525.01
SG 3219,IXS,CCU,7,CCU-IXS,525.01
SG 3219,IXS,CCU,7,CCU-IXS,525.01
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,1,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,1,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,1,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,1,BLR-SXR,2330.55
SG  586,SXR,BLR,4,BLR-SXR,2330.55
SG  586,SXR,BLR,1,BLR-SXR,2330.55
SG  586,SXR,BLR,5,BLR-SXR,2330.55
SG 8374,SXR,DEL,7,DEL-SXR,642.91
SG 8963,SXR,DEL,1,DEL-SXR,642.91
SG 8253,SXR,DEL,6,DEL-SXR,642.91
SG 8374,SXR,DEL,7,DEL-SXR,642.91
SG  817,SXR,DEL,6,DEL-SXR,642.91
SG 8374,SXR,DEL,7,DEL-SXR,642.91
SG  817,SXR,DEL,6,DEL-SXR,642.91
SG 8374,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG  817,SXR,DEL,6,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG 8939,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG  374,SXR,DEL,7,DEL-SXR,642.91
SG  960,SXR,DEL,6,DEL-SXR,642.91
SG 8939,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,6,DEL-SXR,642.91
SG  958,SXR,DEL,7,DEL-SXR,642.91
SG 8374,SXR,DEL,7,DEL-SXR,642.91
SG 8939,SXR,DEL,7,DEL-SXR,642.91
SG 8963,SXR,DEL,7,DEL-SXR,642.91
SG 8253,SXR,DEL,7,DEL-SXR,642.91
SG  958,SXR,DEL,7,DEL-SXR,642.91
SG 8161,SXR,IXJ,7,IXJ-SXR,144.48
SG  170,SXR,IXJ,6,IXJ-SXR,144.48
SG 8161,SXR,IXJ,7,IXJ-SXR,144.48
SG 8161,SXR,IXJ,7,IXJ-SXR,144.48
SG  170,SXR,IXJ,6,IXJ-SXR,144.48
SG  280,SXR,IXJ,3,IXJ-SXR,144.48
SG  280,SXR,IXJ,1,IXJ-SXR,144.48
SG  963,SXR,IXJ,1,IXJ-SXR,144.48
SG  963,SXR,IXJ,1,IXJ-SXR,144.48
SG  280,SXR,IXJ,6,IXJ-SXR,144.48
SG  963,SXR,IXJ,1,IXJ-SXR,144.48
SG  963,SXR,IXJ,1,IXJ-SXR,144.48
SG 6280,SXR,IXJ,7,IXJ-SXR,144.48
SG  280,SXR,IXJ,7,IXJ-SXR,144.48
SG 8161,SXR,IXJ,7,IXJ-SXR,144.48
SG 8963,SXR,IXJ,6,IXJ-SXR,144.48
SG  280,SXR,IXJ,7,IXJ-SXR,144.48
SG  540,SXR,IXJ,6,IXJ-SXR,144.48
SG  963,SXR,IXJ,7,IXJ-SXR,144.48
SG  338,SXR,CCU,6,CCU-SXR,1834.70
SG  338,SXR,CCU,6,CCU-SXR,1834.70
SG  703,SXR,BOM,7,BOM-SXR,1667.34
SG  750,SXR,BOM,7,BOM-SXR,1667.34
SG  750,SXR,BOM,7,BOM-SXR,1667.34
SG  703,SXR,BOM,7,BOM-SXR,1667.34
SG  750,SXR,BOM,7,BOM-SXR,1667.34
SG 3424,STV,BLR,3,BLR-STV,1025.89
SG 3422,STV,BHU,3,BHU-STV,91.40
SG 8475,STV,DEL,4,DEL-STV,936.60
SG 8482,STV,DEL,5,DEL-STV,936.60
SG 8475,STV,DEL,7,DEL-STV,936.60
SG 8482,STV,DEL,7,DEL-STV,936.60
SG 3718,STV,GOI,4,GOI-STV,647.80
SG 1035,STV,GOI,2,GOI-STV,647.80
SG 1035,STV,GOI,1,GOI-STV,647.80
SG 1035,STV,GOI,4,GOI-STV,647.80
SG 1035,STV,GOI,3,GOI-STV,647.80
SG 3568,STV,GOI,4,GOI-STV,647.80
SG 1078,STV,BPM,4,BPM-STV,725.72
SG 1078,STV,BPM,4,BPM-STV,725.72
SG 3422,STV,BPM,1,BPM-STV,725.72
SG 1027,STV,BPM,2,BPM-STV,725.72
SG 1027,STV,BPM,4,BPM-STV,725.72
SG 1027,STV,BPM,3,BPM-STV,725.72
SG 3419,STV,JLR,3,JLR-STV,786.96
SG 3419,STV,JLR,2,JLR-STV,786.96
SG 3419,STV,JLR,3,JLR-STV,786.96
SG 3426,STV,JAI,7,JAI-STV,707.34
SG 3426,STV,JAI,7,JAI-STV,707.34
