fltno,dest,source,freq,route,distance
SG 8937,BPM,PNQ,1,PNQ-BPM,497.00
SG 3703,BPM,PNQ,3,PNQ-BPM,497.00
SG 3703,BPM,PNQ,3,PNQ-BPM,497.00
SG 3703,BPM,PNQ,3,PNQ-BPM,497.00
SG 3703,BPM,PNQ,3,PNQ-BPM,497.00
SG 3703,BPM,RAJ,4,RAJ-BPM,968.10
SG 3703,BPM,RAJ,4,RAJ-BPM,968.10
SG 3749,BPM,RAJ,7,RAJ-BPM,968.10
SG 3576,BPM,SAG,2,SAG-BPM,497.63
SG 1096,BPM,SAG,4,SAG-BPM,497.63
SG 3728,BPM,SAG,7,SAG-BPM,497.63
SG 1077,BPM,STV,4,STV-BPM,725.72
SG 1077,BPM,STV,4,STV-BPM,725.72
SG 1035,BPM,STV,2,STV-BPM,725.72
SG 3423,BPM,STV,1,STV-BPM,725.72
SG 1035,BPM,STV,4,STV-BPM,725.72
SG 1035,BPM,STV,3,STV-BPM,725.72
SG 1075,BPM,TIR,2,TIR-BPM,440.18
SG 1075,BPM,TIR,5,TIR-BPM,440.18
SG 1079,BPM,TIR,3,TIR-BPM,440.18
SG 3751,BPM,TIR,7,TIR-BPM,440.18
SG 1075,BPM,TIR,1,TIR-BPM,440.18
SG 1075,BPM,TIR,6,TIR-BPM,440.18
SG 1073,BPM,TIR,7,TIR-BPM,440.18
SG 1075,BPM,TIR,6,TIR-BPM,440.18
SG 1041,BPM,TIR,1,TIR-BPM,440.18
SG 1041,BPM,TIR,4,TIR-BPM,440.18
SG 1094,BPM,TIR,5,TIR-BPM,440.18
SG  467,BPM,TIR,6,TIR-BPM,440.18
SG 1047,BPM,TIR,5,TIR-BPM,440.18
SG 1075,BPM,TIR,7,TIR-BPM,440.18
SG 1073,BPM,TIR,7,TIR-BPM,440.18
SG 3751,BPM,TIR,7,TIR-BPM,440.18
SG  708,BPM,VNS,7,VNS-BPM,998.71
SG 1003,BPM,VGA,4,VGA-BPM,268.09
SG 1061,BPM,VGA,5,VGA-BPM,268.09
SG 3710,BPM,VGA,1,VGA-BPM,268.09
SG 3710,BPM,VGA,5,VGA-BPM,268.09
SG 3834,BPM,VTZ,7,VTZ-BPM,505.44
SG 3834,BPM,VTZ,7,VTZ-BPM,505.44
SG 3239,BPM,VTZ,7,VTZ-BPM,505.44
SG  421,BPM,VTZ,7,VTZ-BPM,505.44
SG 1059,BPM,VTZ,5,VTZ-BPM,505.44
SG 3239,BPM,VTZ,7,VTZ-BPM,505.44
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,5,BLR-JLR,1136.95
SG 3024,JLR,BLR,5,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,1,BLR-JLR,1136.95
SG 3024,JLR,BLR,6,BLR-JLR,1136.95
SG 3024,JLR,BLR,6,BLR-JLR,1136.95
SG 2956,JLR,DEL,7,DEL-JLR,667.08
SG 3030,JLR,DEL,7,DEL-JLR,667.08
SG 2956,JLR,DEL,7,DEL-JLR,667.08
SG 2642,JLR,DEL,7,DEL-JLR,667.08
SG 3030,JLR,DEL,7,DEL-JLR,667.08
SG 2642,JLR,DEL,7,DEL-JLR,667.08
SG 3748,JLR,BPM,7,BPM-JLR,657.62
SG 3748,JLR,BPM,7,BPM-JLR,657.62
SG 2952,JLR,BPM,7,BPM-JLR,657.62
SG 3748,JLR,BPM,7,BPM-JLR,657.62
SG 3003,JLR,BOM,2,BOM-JLR,872.64
SG 2871,JLR,BOM,1,BOM-JLR,872.64
SG 2871,JLR,BOM,6,BOM-JLR,872.64
SG 2871,JLR,BOM,7,BOM-JLR,872.64
SG 2871,JLR,BOM,6,BOM-JLR,872.64
SG 2871,JLR,BOM,1,BOM-JLR,872.64
SG 2871,JLR,BOM,7,BOM-JLR,872.64
SG 2872,JLR,BOM,7,BOM-JLR,872.64
SG 2871,JLR,BOM,7,BOM-JLR,872.64
SG 3013,JLR,PNQ,4,PNQ-JLR,816.50
SG 3013,JLR,PNQ,2,PNQ-JLR,816.50
SG 3013,JLR,PNQ,6,PNQ-JLR,816.50
SG 3013,JLR,PNQ,7,PNQ-JLR,816.50
SG 3013,JLR,PNQ,7,PNQ-JLR,816.50
SG 3013,JLR,PNQ,7,PNQ-JLR,816.50
SG 3013,JLR,PNQ,7,PNQ-JLR,816.50
SG 3013,JLR,PNQ,7,PNQ-JLR,816.50
SG 3420,JLR,STV,3,STV-JLR,786.96
SG 3420,JLR,STV,2,STV-JLR,786.96
SG 3420,JLR,STV,3,STV-JLR,786.96
SG 3433,JAI,AMD,1,AMD-JAI,525.50
SG 2948,JAI,AMD,1,AMD-JAI,525.50
SG 3433,JAI,AMD,3,AMD-JAI,525.50
SG 3433,JAI,AMD,3,AMD-JAI,525.50
SG 2948,JAI,AMD,6,AMD-JAI,525.50
SG 2948,JAI,AMD,7,AMD-JAI,525.50
SG  968,JAI,AMD,7,AMD-JAI,525.50
SG 2948,JAI,AMD,6,AMD-JAI,525.50
SG 2948,JAI,AMD,1,AMD-JAI,525.50
SG  920,JAI,AMD,5,AMD-JAI,525.50
SG 2987,JAI,AMD,5,AMD-JAI,525.50
SG 2948,JAI,AMD,7,AMD-JAI,525.50
SG 3759,JAI,ATQ,1,ATQ-JAI,552.07
SG 3759,JAI,ATQ,7,ATQ-JAI,552.07
SG 3759,JAI,ATQ,7,ATQ-JAI,552.07
SG 3562,JAI,ATQ,4,ATQ-JAI,552.07
SG 3759,JAI,ATQ,7,ATQ-JAI,552.07
SG 2035,JAI,DED,3,DED-JAI,439.72
SG 3467,JAI,DED,3,DED-JAI,439.72
SG 2981,JAI,DEL,7,DEL-JAI,230.26
SG 2981,JAI,DEL,7,DEL-JAI,230.26
SG  696,JAI,GAU,6,GAU-JAI,1571.17
SG  696,JAI,GAU,6,GAU-JAI,1571.17
SG  696,JAI,GAU,6,GAU-JAI,1571.17
SG  696,JAI,GAU,7,GAU-JAI,1571.17
SG  696,JAI,GAU,1,GAU-JAI,1571.17
SG  696,JAI,GAU,6,GAU-JAI,1571.17
SG  341,JAI,GAU,7,GAU-JAI,1571.17
SG  696,JAI,GAU,7,GAU-JAI,1571.17
SG 2035,JAI,GWL,4,GWL-JAI,247.40
SG 3468,JAI,JSA,1,JSA-JAI,490.79
SG 3468,JAI,JSA,6,JSA-JAI,490.79
SG  212,JAI,BOM,4,BOM-JAI,911.33
SG  212,JAI,BOM,7,BOM-JAI,911.33
SG  279,JAI,BOM,7,BOM-JAI,911.33
SG 6279,JAI,BOM,5,BOM-JAI,911.33
SG 8168,JAI,BOM,5,BOM-JAI,911.33
SG 6237,JAI,BOM,4,BOM-JAI,911.33
SG  279,JAI,BOM,7,BOM-JAI,911.33
SG  237,JAI,BOM,7,BOM-JAI,911.33
SG 6636,JAI,PNQ,7,PNQ-JAI,936.76
SG 3419,JAI,STV,4,STV-JAI,707.34
SG 3419,JAI,STV,3,STV-JAI,707.34
SG 3419,JAI,STV,3,STV-JAI,707.34
SG 3419,JAI,STV,4,STV-JAI,707.34
SG 3419,JAI,STV,2,STV-JAI,707.34
SG 3419,JAI,STV,1,STV-JAI,707.34
SG 3419,JAI,STV,3,STV-JAI,707.34
SG 2763,JAI,STV,7,STV-JAI,707.34
SG 2773,JAI,STV,7,STV-JAI,707.34
SG 2980,JAI,UDR,7,UDR-JAI,311.50
SG 6632,JAI,UDR,5,UDR-JAI,311.50
SG 2985,JAI,VNS,7,VNS-JAI,719.95
SG 3462,JSA,AMD,6,AMD-JSA,459.80
SG  103,JSA,DEL,3,DEL-JSA,640.54
SG 9882,JSA,BPM,7,BPM-JSA,1308.23
SG 3562,JSA,JAI,1,JAI-JSA,490.79
SG 3562,JSA,JAI,6,JAI-JSA,490.79
SG  540,IXJ,AMD,6,AMD-IXJ,1090.39
SG 8161,IXJ,DEL,7,DEL-IXJ,507.77
SG 8161,IXJ,DEL,7,DEL-IXJ,507.77
SG 8161,IXJ,DEL,7,DEL-IXJ,507.77
SG  373,IXJ,DEL,6,DEL-IXJ,507.77
SG 8161,IXJ,DEL,7,DEL-IXJ,507.77
SG 8664,IXJ,DEL,1,DEL-IXJ,507.77
SG 8161,IXJ,DEL,7,DEL-IXJ,507.77
SG 3225,IXJ,GWL,7,GWL-IXJ,783.04
SG 3225,IXJ,GWL,7,GWL-IXJ,783.04
SG 3732,IXJ,GWL,6,GWL-IXJ,783.04
SG 3225,IXJ,GWL,7,GWL-IXJ,783.04
SG  281,IXJ,BOM,4,BOM-IXJ,1524.95
SG  281,IXJ,BOM,7,BOM-IXJ,1524.95
SG 6281,IXJ,BOM,7,BOM-IXJ,1524.95
SG  281,IXJ,BOM,7,BOM-IXJ,1524.95
SG 8160,IXJ,SXR,7,SXR-IXJ,144.48
SG  964,IXJ,SXR,6,SXR-IXJ,144.48
SG 8160,IXJ,SXR,7,SXR-IXJ,144.48
SG 8160,IXJ,SXR,7,SXR-IXJ,144.48
SG  964,IXJ,SXR,1,SXR-IXJ,144.48
SG  964,IXJ,SXR,1,SXR-IXJ,144.48
SG  964,IXJ,SXR,1,SXR-IXJ,144.48
SG  964,IXJ,SXR,1,SXR-IXJ,144.48
SG  964,IXJ,SXR,7,SXR-IXJ,144.48
SG 8160,IXJ,SXR,5,SXR-IXJ,144.48
SG 8160,IXJ,SXR,2,SXR-IXJ,144.48
SG 8964,IXJ,SXR,6,SXR-IXJ,144.48
SG 8160,IXJ,SXR,2,SXR-IXJ,144.48
SG 8160,IXJ,SXR,2,SXR-IXJ,144.48
SG  539,IXJ,SXR,6,SXR-IXJ,144.48
SG  964,IXJ,SXR,7,SXR-IXJ,144.48
SG  210,JRG,BLR,1,BLR-JRG,1179.15
SG  210,JRG,BLR,4,BLR-JRG,1179.15
SG  210,JRG,BLR,3,BLR-JRG,1179.15
SG  210,JRG,BLR,4,BLR-JRG,1179.15
SG  936,JRG,BLR,3,BLR-JRG,1179.15
SG  766,JRG,MAA,7,MAA-JRG,1074.06
SG  766,JRG,MAA,7,MAA-JRG,1074.06
SG 8942,JRG,DEL,7,DEL-JRG,1016.80
SG 8942,JRG,DEL,7,DEL-JRG,1016.80
SG 8942,JRG,DEL,7,DEL-JRG,1016.80
SG 8942,JRG,DEL,7,DEL-JRG,1016.80
SG 8969,JRG,DEL,5,DEL-JRG,1016.80
SG 8969,JRG,DEL,7,DEL-JRG,1016.80
SG 3284,JRG,BPM,7,BPM-JRG,766.40
SG 3284,JRG,BPM,7,BPM-JRG,766.40
SG 3284,JRG,BPM,7,BPM-JRG,766.40
SG 3284,JRG,BPM,7,BPM-JRG,766.40
SG 3282,JRG,CCU,7,CCU-JRG,459.76
SG 3282,JRG,CCU,7,CCU-JRG,459.76
SG 3282,JRG,CCU,7,CCU-JRG,459.76
SG 3282,JRG,CCU,7,CCU-JRG,459.76
SG 3282,JRG,CCU,7,CCU-JRG,459.76
SG  379,JRG,BOM,3,BOM-JRG,1205.92
SG  379,JRG,BOM,7,BOM-JRG,1205.92
SG  379,JRG,BOM,7,BOM-JRG,1205.92
SG  379,JRG,BOM,7,BOM-JRG,1205.92
SG 1110,JRG,PAT,7,PAT-JRG,422.36
SG 2696,JDH,DEL,5,DEL-JDH,474.52
SG 9772,JDH,DEL,7,DEL-JDH,474.52
SG 8164,JDH,BOM,6,BOM-JDH,796.64
SG 2349,IXY,DEL,7,DEL-IXY,925.01
SG 2349,IXY,DEL,7,DEL-IXY,925.01
SG 2349,IXY,DEL,7,DEL-IXY,925.01
SG 2349,IXY,DEL,7,DEL-IXY,925.01
SG 3324,IXY,BOM,1,BOM-IXY,531.59
SG 3324,IXY,BOM,6,BOM-IXY,531.59
SG 3324,IXY,BOM,6,BOM-IXY,531.59
SG 3324,IXY,BOM,7,BOM-IXY,531.59
SG 3324,IXY,BOM,6,BOM-IXY,531.59
SG 3324,IXY,BOM,1,BOM-IXY,531.59
SG 2876,IXY,BOM,6,BOM-IXY,531.59
SG 3324,IXY,BOM,7,BOM-IXY,531.59
SG 3786,KNU,AMD,6,AMD-KNU,867.75
SG 2746,KNU,DEL,7,DEL-KNU,405.13
SG 2746,KNU,DEL,7,DEL-KNU,405.13
SG 2746,KNU,DEL,5,DEL-KNU,405.13
SG 2746,KNU,DEL,7,DEL-KNU,405.13
SG 3223,KNU,CCU,7,CCU-KNU,913.34
SG  652,KNU,CCU,7,CCU-KNU,913.34
SG  430,KNU,BOM,7,BOM-KNU,1121.84
SG  430,KNU,BOM,7,BOM-KNU,1121.84
SG  430,KNU,BOM,7,BOM-KNU,1121.84
SG 6430,KNU,BOM,7,BOM-KNU,1121.84
SG  430,KNU,BOM,7,BOM-KNU,1121.84
SG  430,KNU,BOM,7,BOM-KNU,1121.84
SG 3469,COK,BLR,6,BLR-COK,367.26
SG  931,COK,BLR,6,BLR-COK,367.26
SG 3469,COK,BLR,6,BLR-COK,367.26
SG 3017,COK,BLR,6,BLR-COK,367.26
SG  606,COK,MAA,5,MAA-COK,517.66
SG 3031,COK,MAA,6,MAA-COK,517.66
SG  907,COK,DEL,5,DEL-COK,2047.67
SG  283,COK,BOM,4,BOM-COK,1063.81
SG  283,COK,BOM,4,BOM-COK,1063.81
SG 6475,COK,BOM,5,BOM-COK,1063.81
SG 6283,COK,BOM,5,BOM-COK,1063.81
SG 8937,COK,PNQ,7,PNQ-COK,974.69
SG 3229,CCU,IXB,7,IXB-CCU,447.89
SG 3229,CCU,IXB,7,IXB-CCU,447.89
SG  445,CCU,IXB,3,IXB-CCU,447.89
SG 3321,CCU,IXB,7,IXB-CCU,447.89
SG  445,CCU,IXB,3,IXB-CCU,447.89
SG  649,CCU,IXB,4,IXB-CCU,447.89
SG  649,CCU,IXB,7,IXB-CCU,447.89
SG 3321,CCU,IXB,6,IXB-CCU,447.89
SG 3220,CCU,IXB,7,IXB-CCU,447.89
SG 3272,CCU,IXB,6,IXB-CCU,447.89
SG 3321,CCU,IXB,7,IXB-CCU,447.89
SG  649,CCU,IXB,7,IXB-CCU,447.89
SG  516,CCU,BLR,1,BLR-CCU,1546.84
SG  516,CCU,BLR,6,BLR-CCU,1546.84
SG  516,CCU,BLR,6,BLR-CCU,1546.84
SG  516,CCU,BLR,6,BLR-CCU,1546.84
SG  516,CCU,BLR,1,BLR-CCU,1546.84
SG  516,CCU,BLR,7,BLR-CCU,1546.84
SG  249,CCU,BLR,1,BLR-CCU,1546.84
SG  658,CCU,BLR,7,BLR-CCU,1546.84
SG  742,CCU,BLR,7,BLR-CCU,1546.84
SG  406,CCU,BLR,7,BLR-CCU,1546.84
SG  516,CCU,BLR,7,BLR-CCU,1546.84
SG  406,CCU,BLR,7,BLR-CCU,1546.84
SG  387,CCU,MAA,3,MAA-CCU,1385.71
SG  450,CCU,MAA,3,MAA-CCU,1385.71
SG  450,CCU,MAA,3,MAA-CCU,1385.71
SG  387,CCU,MAA,3,MAA-CCU,1385.71
SG  387,CCU,MAA,3,MAA-CCU,1385.71
SG  961,CCU,MAA,1,MAA-CCU,1385.71
SG  277,CCU,MAA,7,MAA-CCU,1385.71
SG  626,CCU,MAA,7,MAA-CCU,1385.71
SG  387,CCU,MAA,3,MAA-CCU,1385.71
SG 3229,CCU,DBR,7,DBR-CCU,469.41
SG 8130,CCU,DEL,7,DEL-CCU,1312.81
SG  264,CCU,DEL,7,DEL-CCU,1312.81
SG  264,CCU,DEL,7,DEL-CCU,1312.81
SG  909,CCU,DEL,7,DEL-CCU,1312.81
SG  264,CCU,DEL,7,DEL-CCU,1312.81
SG  254,CCU,DEL,7,DEL-CCU,1312.81
SG  387,CCU,DEL,1,DEL-CCU,1312.81
SG  387,CCU,DEL,1,DEL-CCU,1312.81
SG  254,CCU,DEL,7,DEL-CCU,1312.81
SG 8130,CCU,DEL,6,DEL-CCU,1312.81
SG 8391,CCU,DEL,2,DEL-CCU,1312.81
SG  391,CCU,DEL,2,DEL-CCU,1312.81
SG 8391,CCU,DEL,3,DEL-CCU,1312.81
SG 8125,CCU,DEL,1,DEL-CCU,1312.81
SG  393,CCU,DEL,1,DEL-CCU,1312.81
SG 8393,CCU,DEL,5,DEL-CCU,1312.81
SG  254,CCU,DEL,6,DEL-CCU,1312.81
SG  264,CCU,DEL,7,DEL-CCU,1312.81
SG 8130,CCU,DEL,7,DEL-CCU,1312.81
SG  254,CCU,DEL,7,DEL-CCU,1312.81
SG  264,CCU,DEL,7,DEL-CCU,1312.81
SG  150,CCU,GOI,3,GOI-CCU,1734.70
SG  150,CCU,GOI,1,GOI-CCU,1734.70
SG  679,CCU,GOI,7,GOI-CCU,1734.70
SG  679,CCU,GOI,7,GOI-CCU,1734.70
SG  154,CCU,GAU,3,GAU-CCU,498.31
SG  154,CCU,GAU,2,GAU-CCU,498.31
SG  154,CCU,GAU,3,GAU-CCU,498.31
SG  154,CCU,GAU,4,GAU-CCU,498.31
SG  152,CCU,GAU,7,GAU-CCU,498.31
SG 2345,CCU,GAU,5,GAU-CCU,498.31
SG  657,CCU,GAU,7,GAU-CCU,498.31
SG 3347,CCU,GAU,6,GAU-CCU,498.31
SG 3723,CCU,GAU,7,GAU-CCU,498.31
SG 3564,CCU,GWL,7,GWL-CCU,1110.04
SG 3564,CCU,GWL,7,GWL-CCU,1110.04
SG 3564,CCU,GWL,6,GWL-CCU,1110.04
SG 3564,CCU,GWL,7,GWL-CCU,1110.04
SG  118,CCU,BPM,7,BPM-CCU,1191.49
SG 3281,CCU,JRG,7,JRG-CCU,459.76
SG 3281,CCU,JRG,7,JRG-CCU,459.76
SG 3281,CCU,JRG,7,JRG-CCU,459.76
SG 3281,CCU,JRG,7,JRG-CCU,459.76
SG 3281,CCU,JRG,7,JRG-CCU,459.76
SG 3222,CCU,KNU,7,KNU-CCU,913.34
SG  651,CCU,KNU,7,KNU-CCU,913.34
SG  242,CCU,BOM,3,BOM-CCU,1665.49
SG  242,CCU,BOM,3,BOM-CCU,1665.49
SG  912,CCU,BOM,7,BOM-CCU,1665.49
SG 1366,CCU,BOM,3,BOM-CCU,1665.49
SG  242,CCU,BOM,4,BOM-CCU,1665.49
SG  488,CCU,BOM,7,BOM-CCU,1665.49
SG  242,CCU,BOM,7,BOM-CCU,1665.49
SG 6422,CCU,BOM,5,BOM-CCU,1665.49
SG  366,CCU,BOM,7,BOM-CCU,1665.49
SG 6366,CCU,BOM,7,BOM-CCU,1665.49
SG  489,CCU,BOM,3,BOM-CCU,1665.49
SG  488,CCU,BOM,7,BOM-CCU,1665.49
SG  242,CCU,BOM,7,BOM-CCU,1665.49
SG  366,CCU,BOM,7,BOM-CCU,1665.49
SG  647,CCU,ISK,6,ISK-CCU,1530.28
SG  647,CCU,ISK,6,ISK-CCU,1530.28
SG  647,CCU,ISK,7,ISK-CCU,1530.28
SG 3222,CCU,PYG,7,PYG-CCU,509.09
SG  343,CCU,PAT,4,PAT-CCU,471.98
SG  343,CCU,PAT,3,PAT-CCU,471.98
SG  979,CCU,PAT,7,PAT-CCU,471.98
SG 6425,CCU,PAT,6,PAT-CCU,471.98
SG  377,CCU,PAT,6,PAT-CCU,471.98
SG 3507,CCU,PAT,7,PAT-CCU,471.98
SG  292,CCU,IXZ,5,IXZ-CCU,1306.14
SG  263,CCU,IXZ,7,IXZ-CCU,1306.14
SG  292,CCU,IXZ,7,IXZ-CCU,1306.14
SG  150,CCU,PNQ,3,PNQ-CCU,1577.31
SG  274,CCU,PNQ,3,PNQ-CCU,1577.31
SG  274,CCU,PNQ,6,PNQ-CCU,1577.31
SG  274,CCU,PNQ,6,PNQ-CCU,1577.31
SG 3218,CCU,IXS,7,IXS-CCU,525.01
SG  934,CCU,IXS,7,IXS-CCU,525.01
SG 3218,CCU,IXS,7,IXS-CCU,525.01
SG 3218,CCU,IXS,7,IXS-CCU,525.01
SG 3218,CCU,IXS,7,IXS-CCU,525.01
SG  337,CCU,SXR,6,SXR-CCU,1834.70
SG  337,CCU,SXR,6,SXR-CCU,1834.70
SG  376,CCU,STV,4,STV-CCU,1628.72
SG 3832,CCU,VTZ,7,VTZ-CCU,772.68
SG 3832,CCU,VTZ,7,VTZ-CCU,772.68
SG 2508,CCU,VTZ,7,VTZ-CCU,772.68
SG  124,IXL,DEL,7,DEL-IXL,621.97
SG  122,IXL,DEL,5,DEL-IXL,621.97
SG  122,IXL,DEL,2,DEL-IXL,621.97
SG  262,IXL,DEL,7,DEL-IXL,621.97
SG  262,IXL,DEL,7,DEL-IXL,621.97
SG  124,IXL,DEL,7,DEL-IXL,621.97
SG  122,IXL,DEL,7,DEL-IXL,621.97
SG  262,IXL,DEL,7,DEL-IXL,621.97
SG  122,IXL,DEL,7,DEL-IXL,621.97
SG  122,IXL,DEL,7,DEL-IXL,621.97
SG  124,IXL,DEL,7,DEL-IXL,621.97
SG  749,IXL,SXR,7,SXR-IXL,255.91
SG  749,IXL,SXR,7,SXR-IXL,255.91
SG  749,IXL,SXR,7,SXR-IXL,255.91
SG 3072,IXM,MAA,4,MAA-IXM,417.49
SG  106,IXM,MAA,6,MAA-IXM,417.49
SG 3526,IXM,MAA,2,MAA-IXM,417.49
SG  612,IXM,MAA,6,MAA-IXM,417.49
SG  106,IXM,MAA,7,MAA-IXM,417.49
SG 3092,IXM,MAA,7,MAA-IXM,417.49
SG 1314,IXM,BPM,1,BPM-IXM,848.11
SG 1314,IXM,BPM,3,BPM-IXM,848.11
SG  489,IXM,BOM,4,BOM-IXM,1172.43
SG 6379,IXM,BOM,3,BOM-IXM,1172.43
SG 3009,IXE,BLR,7,BLR-IXE,306.15
SG 3009,IXE,BLR,7,BLR-IXE,306.15
SG 3615,IXE,BLR,7,BLR-IXE,306.15
SG 3011,IXE,BLR,4,BLR-IXE,306.15
SG 3792,IXE,BLR,3,BLR-IXE,306.15
SG 1027,IXE,BLR,3,BLR-IXE,306.15
SG 3428,IXE,BLR,7,BLR-IXE,306.15
SG 1036,IXE,BLR,4,BLR-IXE,306.15
SG 3744,IXE,BLR,1,BLR-IXE,306.15
SG 3615,IXE,BLR,7,BLR-IXE,306.15
SG 3009,IXE,BLR,7,BLR-IXE,306.15
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,1,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,1,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3017,IXE,BPM,1,BPM-IXE,629.86
SG 3017,IXE,BPM,1,BPM-IXE,629.86
SG 3017,IXE,BPM,5,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,1,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,1,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG 3750,IXE,BPM,3,BPM-IXE,629.86
SG  168,IXE,BOM,3,BOM-IXE,714.75
SG 6353,IXE,BOM,6,BOM-IXE,714.75
SG 6250,IXE,BOM,5,BOM-IXE,714.75
SG  353,IXE,BOM,7,BOM-IXE,714.75
SG  637,BOM,AMD,7,AMD-BOM,444.16
SG  637,BOM,AMD,5,AMD-BOM,444.16
SG  637,BOM,AMD,7,AMD-BOM,444.16
SG 3002,BOM,KQH,4,KQH-BOM,857.65
SG 3002,BOM,KQH,2,KQH-BOM,857.65
SG 3740,BOM,KQH,7,KQH-BOM,857.65
SG  976,BOM,ATQ,3,ATQ-BOM,1416.61
SG  276,BOM,ATQ,3,ATQ-BOM,1416.61
SG 6371,BOM,ATQ,6,ATQ-BOM,1416.61
SG  371,BOM,ATQ,7,ATQ-BOM,1416.61
SG  163,BOM,IXB,4,IXB-BOM,1792.57
SG  163,BOM,IXB,7,IXB-BOM,1792.57
SG 6373,BOM,IXB,7,IXB-BOM,1792.57
SG  163,BOM,IXB,7,IXB-BOM,1792.57
SG 3746,BOM,IXG,7,IXG-BOM,404.23
SG 3746,BOM,IXG,7,IXG-BOM,404.23
SG 2872,BOM,IXG,7,IXG-BOM,404.23
SG 3746,BOM,IXG,7,IXG-BOM,404.23
SG  377,BOM,BLR,7,BLR-BOM,834.16
SG  972,BOM,BLR,7,BLR-BOM,834.16
SG  377,BOM,BLR,7,BLR-BOM,834.16
SG  377,BOM,BLR,7,BLR-BOM,834.16
SG  377,BOM,BLR,7,BLR-BOM,834.16
SG  789,BOM,BLR,3,BLR-BOM,834.16
SG  497,BOM,BLR,6,BLR-BOM,834.16
SG  415,BOM,BLR,7,BLR-BOM,834.16
SG 6352,BOM,BLR,5,BLR-BOM,834.16
SG  415,BOM,BLR,7,BLR-BOM,834.16
SG  634,BOM,BLR,7,BLR-BOM,834.16
SG 3004,BOM,BHU,6,BHU-BOM,304.59
SG 3004,BOM,BHU,6,BHU-BOM,304.59
SG 3004,BOM,BHU,6,BHU-BOM,304.59
SG  611,BOM,MAA,7,MAA-BOM,1033.40
SG  611,BOM,MAA,7,MAA-BOM,1033.40
SG 6287,BOM,MAA,7,MAA-BOM,1033.40
SG  611,BOM,MAA,6,MAA-BOM,1033.40
SG  251,BOM,MAA,4,MAA-BOM,1033.40
SG  679,BOM,MAA,5,MAA-BOM,1033.40
SG  611,BOM,MAA,7,MAA-BOM,1033.40
SG  251,BOM,MAA,7,MAA-BOM,1033.40
SG 6361,BOM,CJB,5,CJB-BOM,1001.79
SG 6245,BOM,CJB,1,CJB-BOM,1001.79
SG  115,BOM,DBR,6,DBR-BOM,1553.29
SG  115,BOM,DBR,6,DBR-BOM,1553.29
SG  115,BOM,DBR,6,DBR-BOM,1553.29
SG  978,BOM,DBR,7,DBR-BOM,1553.29
SG  944,BOM,DBR,7,DBR-BOM,1553.29
SG  977,BOM,DBR,7,DBR-BOM,1553.29
SG  115,BOM,DBR,1,DBR-BOM,1553.29
SG  115,BOM,DBR,6,DBR-BOM,1553.29
SG  944,BOM,DBR,7,DBR-BOM,1553.29
SG  944,BOM,DBR,7,DBR-BOM,1553.29
SG  933,BOM,DED,4,DED-BOM,1345.34
SG  276,BOM,DED,4,DED-BOM,1345.34
SG  285,BOM,DED,3,DED-BOM,1345.34
SG  285,BOM,DED,7,DED-BOM,1345.34
SG 6285,BOM,DED,5,DED-BOM,1345.34
SG 6932,BOM,DED,3,DED-BOM,1345.34
SG  285,BOM,DED,7,DED-BOM,1345.34
SG 8158,BOM,DEL,4,DEL-BOM,1136.82
SG 8158,BOM,DEL,3,DEL-BOM,1136.82
SG  125,BOM,DEL,7,DEL-BOM,1136.82
SG  612,BOM,DEL,2,DEL-BOM,1136.82
SG  612,BOM,DEL,5,DEL-BOM,1136.82
SG  125,BOM,DEL,7,DEL-BOM,1136.82
SG  612,BOM,DEL,7,DEL-BOM,1136.82
SG  904,BOM,DEL,7,DEL-BOM,1136.82
SG 8158,BOM,DEL,4,DEL-BOM,1136.82
SG 8158,BOM,DEL,7,DEL-BOM,1136.82
SG 6267,BOM,DEL,7,DEL-BOM,1136.82
SG 8160,BOM,DEL,5,DEL-BOM,1136.82
